                   0                   0
         0.086745271                 0.1
          0.17478556                 0.2
          0.26529006                 0.3
          0.35918825                 0.4
          0.45707893                 0.5
          0.55917103                 0.6
           0.6652622                 0.7
           0.7747577                 0.8
          0.88672805                 0.9
                   1                   1
