                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0
                   0          0.03459669         0.071813527           0.1085323          0.13628835          0.14666686          0.13628835           0.1085323         0.071813527          0.03459669                   0
                   0         0.071813527          0.14906578          0.22528418          0.28289838          0.30444138          0.28289838          0.22528418          0.14906578         0.071813527                   0
                   0           0.1085323          0.22528418          0.34047359          0.42754634          0.46010444          0.42754634          0.34047359          0.22528418           0.1085323                   0
                   0          0.13628835          0.28289838          0.42754634          0.53688707          0.57777158          0.53688707          0.42754634          0.28289838          0.13628835                   0
                   0          0.14666686          0.30444138          0.46010444          0.57777158           0.6217695          0.57777158          0.46010444          0.30444138          0.14666686                   0
                   0          0.13628835          0.28289838          0.42754634          0.53688707          0.57777158          0.53688707          0.42754634          0.28289838          0.13628835                   0
                   0           0.1085323          0.22528418          0.34047359          0.42754634          0.46010444          0.42754634          0.34047359          0.22528418           0.1085323                   0
                   0         0.071813527          0.14906578          0.22528418          0.28289838          0.30444138          0.28289838          0.22528418          0.14906578         0.071813527                   0
                   0          0.03459669         0.071813527           0.1085323          0.13628835          0.14666686          0.13628835           0.1085323         0.071813527          0.03459669                   0
                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0
