      2.0000000     -1.7456444     0.72779610     0.91138123     0.38558043        1000000      790865631
      2.0200000     -1.7307114     0.76401321     0.90448341     0.44672502        1000000      842393559
      2.0400000     -1.7149476     0.80362006     0.89679839     0.52926692        1000000      897168538
      2.0600000     -1.6983083     0.85919178     0.88839797     0.64700420        1000000      955465711
      2.0800000     -1.6808486     0.90508660     0.87928638     0.76517569        1000000     1017012823
      2.1000000     -1.6619747     0.96520906     0.86869776     0.95147729        1000000     1084107644
      2.1200000     -1.6420937      1.0307101     0.85686852      1.2235709        1000000     1155214813
      2.1400000     -1.6209476      1.1018383     0.84332067      1.6095333        1000000     1231470135
      2.1600000     -1.5985083      1.1770453     0.82805574      2.1080087        1000000     1313009439
      2.1800000     -1.5732736      1.3109576     0.80774230      3.4174268        1000000     1405100902
      2.2000000     -1.5464864      1.4056532     0.78503378      4.5297657        1000000     1503593296
      2.2200000     -1.5159705      1.5973775     0.75144321      9.7014200        1000000     1616402940
      2.2400000     -1.4831185      1.8370456     0.70949565      20.025711        1000000     1738666544
      2.2600000     -1.4404802      2.3409573     0.61463207      82.196407        1000000     1897488915
      2.2800000     -1.3943247      2.4891652     0.48030330      148.78220        1000000     2070662857
      2.3000000     -1.3487485      2.1136336     0.34116493      139.84028        1000000    -2051719515
